property_title,property_location,property_price,property_features,property_link
3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 3,500,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-terraced-duplex-house-for-rent-lekki-phase-1-lekki-lagos-9DJSF
3 BEDROOM FLAT / APARTMENT FOR RENT LEKKI LAGOS,Lekki Lagos,"₦ 1,500,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-lagos-3DJUU
2 BEDROOM FLAT / APARTMENT FOR RENT OGUDU GRA OGUDU LAGOS,Ogudu Gra Ogudu Lagos,"₦ 1,500,000",2 bed bath toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ogudu-gra-ogudu-lagos-4DJRE
SELF CONTAIN FLAT / APARTMENT FOR RENT OGUDU-ORIKE OGUDU LAGOS,Ogudu Orike Ogudu Lagos,"₦ 400,000",bed bath toilet,https://www.propertypro.ng/property/self-contain-flat-apartment-for-rent-ogudu-orike-ogudu-lagos-8DKDW
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT COMMAND ABULE EGBA ABULE EGBA LAGOS,Command Abule Egba Abule Egba Lagos,"₦ 200,000",1 bed bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-command-abule-egba-abule-egba-lagos-8DLNT
3 BEDROOM FLAT / APARTMENT FOR RENT IFAKO-GBAGADA GBAGADA LAGOS,Ifako Gbagada Gbagada Lagos,"₦ 1,600,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ifako-gbagada-gbagada-lagos-8DLEQ
3 BEDROOM HOUSE FOR RENT MAGODO GRA PHASE 2 KOSOFE/IKOSI LAGOS,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-0DLJR
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT CHEVRON ALTERNATIVE ROUTE LEKKI LAGOS,Chevron Alternative Route Lekki Lagos,"₦ 3,000,000",4 bed bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-chevron-alternative-route-lekki-lagos-9DLNZ
3 BEDROOM FLAT / APARTMENT FOR RENT ADO AJAH LAGOS,Ado Ajah Lagos,"₦ 900,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ado-ajah-lagos-7DKLL
4 BEDROOM FLAT / APARTMENT FOR RENT ILAJE AJAH LAGOS,Ilaje Ajah Lagos,"₦ 1,700,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-ilaje-ajah-lagos-9DNCL
3 BEDROOM FLAT / APARTMENT FOR RENT SANGOTEDO AJAH LAGOS,Sangotedo Ajah Lagos,"₦ 1,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-sangotedo-ajah-lagos-9DMBP
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT ADO AJAH LAGOS,Ado Ajah Lagos,"₦ 550,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-ado-ajah-lagos-6DMCA
2 BEDROOM FLAT / APARTMENT FOR RENT BABS BODE THOMAS SURULERE LAGOS,Babs Bode Thomas Surulere Lagos,"₦ 1,000,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-babs-bode-thomas-surulere-lagos-9DJQU
3 BEDROOM FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 1,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-5DHRA
3 BEDROOM FLAT / APARTMENT FOR RENT IREAKARI ROAD IRE AKARI ISOLO LAGOS,Ireakari Road Ire Akari Isolo Lagos,"₦ 600,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ireakari-road-ire-akari-isolo-lagos-5DLDJ
2 BEDROOM FLAT / APARTMENT FOR RENT RIVER VALLEY ESTATE.. BERGER OJODU LAGOS,River Valley Estate.. Berger Ojodu Lagos,"₦ 750,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-river-valley-estate-berger-ojodu-lagos-4CSWH
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT IGBO-EFON LEKKI LAGOS,Igbo Efon Lekki Lagos,"₦ 750,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-igbo-efon-lekki-lagos-1DMZD
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 1,600,000",1 bed 1 bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-6DLEV
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT ILASAN ILASAN LEKKI LAGOS,Ilasan Ilasan Lekki Lagos,"₦ 800,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ilasan-ilasan-lekki-lagos-7DMUV
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT CHURCH STREET........ AGUDA(OGBA) OGBA LAGOS,Church Street........ Aguda(Ogba) Ogba Lagos,"₦ 350,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-church-street-agudaogba-ogba-lagos-6DJAN
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT MEDINA ESTATE GBAGADA ATUNRASE MEDINA GBAGADA LAGOS,Medina Estate Gbagada Atunrase Medina Gbagada Lagos,"₦ 400,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-medina-estate-gbagada-atunrase-medina-gbagada-lagos-6DLCM
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT IKATE LEKKI LAGOS,Ikate Lekki Lagos,"₦ 850,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ikate-lekki-lagos-2DKEG
3 BEDROOM FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 1,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-4DNGV
5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT LEKKI PHASE 1 ESTATE LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Estate Lekki Phase 1 Lekki Lagos,"₦ 20,000,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-lekki-phase-1-estate-lekki-phase-1-lekki-lagos-3CGNE
2 BEDROOM FLAT / APARTMENT FOR RENT AGUDA(OGBA) OGBA LAGOS,Aguda(Ogba) Ogba Lagos,"₦ 800,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-agudaogba-ogba-lagos-8DBFU
SHARED APARTMENT FLAT / APARTMENT FOR RENT OKE AFA ISOLO. LAGOS MAINLAND OKE-AFA ISOLO LAGOS,Oke Afa Isolo. Lagos Mainland Oke Afa Isolo Lagos,"₦ 120,000",bed bath toilet,https://www.propertypro.ng/property/shared-apartment-flat-apartment-for-rent-oke-afa-isolo-lagos-mainland-oke-afa-isolo-lagos-8DMYH
"1 BEDROOM MINI FLAT STUDIO APARTMENT FLAT / APARTMENT FOR RENT OMOLE PH.2,EXTENSION OLOWORA....... BERGER OJODU LAGOS","Omole Ph.2,Extension Olowora....... Berger Ojodu Lagos","₦ 250,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-studio-apartment-flat-apartment-for-rent-omole-ph2extension-olowora-berger-ojodu-lagos-4CXZZ
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 500,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-9DMQD
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 350,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-7DLCW
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT OYATOGUN STREET...... AGUDA(OGBA) OGBA LAGOS,Oyatogun Street...... Aguda(Ogba) Ogba Lagos,"₦ 650,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-oyatogun-street-agudaogba-ogba-lagos-4CUZU
1 BEDROOM MINI FLAT STUDIO APARTMENT FLAT / APARTMENT FOR RENT BESIDE WESTGATE SUPERMARKET........ BERGER OJODU LAGOS,Beside Westgate Supermarket........ Berger Ojodu Lagos,"₦ 250,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-studio-apartment-flat-apartment-for-rent-beside-westgate-supermarket-berger-ojodu-lagos-2CVEA
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT MAGODO EXTENSION ISHERI...... BERGER OJODU LAGOS,Magodo Extension Isheri...... Berger Ojodu Lagos,"₦ 500,000",1 bed 2 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-magodo-extension-isheri-berger-ojodu-lagos-1CVJN
2 BEDROOM FLAT / APARTMENT FOR RENT FADEYI STREET..... AGUDA(OGBA) OGBA LAGOS,Fadeyi Street..... Aguda(Ogba) Ogba Lagos,"₦ 500,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-fadeyi-street-agudaogba-ogba-lagos-7CVJN
2 BEDROOM FLAT / APARTMENT FOR RENT AJAYI ROAD..... OKE-IRA OGBA LAGOS,Ajayi Road..... Oke Ira Ogba Lagos,"₦ 600,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ajayi-road-oke-ira-ogba-lagos-1CVJP
"1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT BESIDE MERCYLAND ESTATE,ISHERI....... BERGER OJODU LAGOS","Beside Mercyland Estate,Isheri....... Berger Ojodu Lagos","₦ 450,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-beside-mercyland-estateisheri-berger-ojodu-lagos-9CYAB
2 BEDROOM FLAT / APARTMENT FOR RENT ALAFIA ESTATE...... OGBA LAGOS,Alafia Estate...... Ogba Lagos,"₦ 550,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-alafia-estate-ogba-lagos-0CYAD
2 BEDROOM FLAT / APARTMENT FOR RENT VICTORIOUS ESTATE...... OJODU LAGOS,Victorious Estate...... Ojodu Lagos,"₦ 650,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-victorious-estate-ojodu-lagos-7CYHX
2 BEDROOM FLAT / APARTMENT FOR RENT AGUDA OGBA AREA..... OGBA LAGOS,Aguda Ogba Area..... Ogba Lagos,"₦ 550,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-aguda-ogba-area-ogba-lagos-5CYBX
"1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT OMOLE PH.2,EXTENSION...... BERGER OJODU LAGOS","Omole Ph.2,Extension...... Berger Ojodu Lagos","₦ 600,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-omole-ph2extension-berger-ojodu-lagos-6CYDZ
2 BEDROOM FLAT / APARTMENT FOR RENT OLANIPEKUN ESTATE....... OKE-IRA OGBA LAGOS,Olanipekun Estate....... Oke Ira Ogba Lagos,"₦ 500,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-olanipekun-estate-oke-ira-ogba-lagos-6CYUQ
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT OLOWORA...... BERGER OJODU LAGOS,Olowora...... Berger Ojodu Lagos,"₦ 600,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-olowora-berger-ojodu-lagos-8CYUR
"3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT UNILAG ESTATE,MAGODO GRA ISHERI....... BERGER OJODU LAGOS","Unilag Estate,Magodo Gra Isheri....... Berger Ojodu Lagos","₦ 1,600,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-terraced-duplex-house-for-rent-unilag-estatemagodo-gra-isheri-berger-ojodu-lagos-5CYAA
2 BEDROOM FLAT / APARTMENT FOR RENT AJAYI ROAD OGBA LAGOS,Ajayi Road Ogba Lagos,"₦ 500,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ajayi-road-ogba-lagos-2DBEJ
3 BEDROOM FLAT / APARTMENT FOR RENT OLOWORA...... BERGER OJODU LAGOS,Olowora...... Berger Ojodu Lagos,"₦ 1,300,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-olowora-berger-ojodu-lagos-5DBEL
"2 BEDROOM FLAT / APARTMENT FOR RENT UNILAG ESTATE ROAD,MAGODO GRA ISHERI....... BERGER OJODU LAGOS","Unilag Estate Road,Magodo Gra Isheri....... Berger Ojodu Lagos","₦ 750,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-unilag-estate-roadmagodo-gra-isheri-berger-ojodu-lagos-9DBMR
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT OLANIPEKUN ESTATE..... OKE-IRA OGBA LAGOS,Olanipekun Estate..... Oke Ira Ogba Lagos,"₦ 400,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-olanipekun-estate-oke-ira-ogba-lagos-4DCEL
3 BEDROOM FLAT / APARTMENT FOR RENT OTEDOLA ESTATE..... BERGER OJODU LAGOS,Otedola Estate..... Berger Ojodu Lagos,"₦ 1,500,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-otedola-estate-berger-ojodu-lagos-9DBEF
3 BEDROOM FLAT / APARTMENT FOR RENT AGUDA....... AJAYI ROAD OGBA LAGOS,Aguda....... Ajayi Road Ogba Lagos,"₦ 700,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-aguda-ajayi-road-ogba-lagos-3DBEG
2 BEDROOM FLAT / APARTMENT FOR RENT OTUBA STREET.OKE-IRA..... AJAYI ROAD OGBA LAGOS,Otuba Street.Oke-Ira..... Ajayi Road Ogba Lagos,"₦ 500,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-otuba-streetoke-ira-ajayi-road-ogba-lagos-3CZXS
3 BEDROOM FLAT / APARTMENT FOR RENT AKIODE BUDLAND AREA....... OMOLE PHASE 1 OJODU LAGOS,Akiode Budland Area....... Omole Phase 1 Ojodu Lagos,"₦ 750,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-akiode-budland-area-omole-phase-1-ojodu-lagos-1CZXT
2 BEDROOM TERRACED DUPLEX HOUSE FOR RENT MAGODO GRA ISHERI........ BERGER OJODU LAGOS,Magodo Gra Isheri........ Berger Ojodu Lagos,"₦ 2,000,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-terraced-duplex-house-for-rent-magodo-gra-isheri-berger-ojodu-lagos-6DAXH
"4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT UNILAG ESTATE,MAGODO GRA ISHERI......... BERGER OJODU LAGOS","Unilag Estate,Magodo Gra Isheri......... Berger Ojodu Lagos","₦ 2,000,000",4 bed 5 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-unilag-estatemagodo-gra-isheri-berger-ojodu-lagos-5DART
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT AKIODE AREA..... OJODU LAGOS,Akiode Area..... Ojodu Lagos,"₦ 500,000",1 bed 2 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-akiode-area-ojodu-lagos-5DARY
2 BEDROOM FLAT / APARTMENT FOR RENT MAGODO GRA ISHERI..... BERGER OJODU LAGOS,Magodo Gra Isheri..... Berger Ojodu Lagos,"₦ 850,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-magodo-gra-isheri-berger-ojodu-lagos-7DARZ
3 BEDROOM FLAT / APARTMENT FOR RENT AGUDA(OGBA) OGBA LAGOS,Aguda(Ogba) Ogba Lagos,"₦ 800,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-agudaogba-ogba-lagos-1CZQS
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT EJIGBO ORI OKE. LAGOS MAINLAND EJIGBO EJIGBO LAGOS,Ejigbo Ori Oke. Lagos Mainland Ejigbo Ejigbo Lagos,"₦ 160,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ejigbo-ori-oke-lagos-mainland-ejigbo-ejigbo-lagos-3DJXW
3 BEDROOM FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 800,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-3DLZD
3 BEDROOM FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 700,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-9DKWD
WAREHOUSE COMMERCIAL PROPERTY FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 1,000,000",bed bath toilet,https://www.propertypro.ng/property/warehouse-commercial-property-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-9DJAZ
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT ORCHID HOTEL ROAD IKOTA LEKKI LAGOS,Orchid Hotel Road Ikota Lekki Lagos,"₦ 2,500,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-orchid-hotel-road-ikota-lekki-lagos-2DMSA
3 BEDROOM FLAT / APARTMENT FOR RENT OFF FOLA OSIBO LEKKI PHASE 1 LEKKI LAGOS,Off Fola Osibo Lekki Phase 1 Lekki Lagos,"₦ 3,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-fola-osibo-lekki-phase-1-lekki-lagos-5DLBE
3 BEDROOM FLAT / APARTMENT FOR RENT IDADO ESTATE IDADO LEKKI LAGOS,Idado Estate Idado Lekki Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-idado-estate-idado-lekki-lagos-4DLEM
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT ORCHID HOTEL ROAD IKOTA LEKKI LAGOS,Orchid Hotel Road Ikota Lekki Lagos,"₦ 3,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-orchid-hotel-road-ikota-lekki-lagos-1DLJK
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT BY ELEGANZA IKOTA LEKKI LAGOS,By Eleganza Ikota Lekki Lagos,"₦ 4,000,000",4 bed 3 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-by-eleganza-ikota-lekki-lagos-7DMLC
3 BEDROOM FLAT / APARTMENT FOR RENT ORAL ESTATE IKOTA LEKKI LAGOS,Oral Estate Ikota Lekki Lagos,"₦ 1,800,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oral-estate-ikota-lekki-lagos-0DMPE
1 BEDROOM MINI FLAT BOYS QUARTERS FLAT / APARTMENT FOR RENT OSAPA LONDON LEKKI LAGOS,Osapa London Lekki Lagos,"₦ 500,000",1 bed 1 bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-boys-quarters-flat-apartment-for-rent-osapa-london-lekki-lagos-2DAME
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT OFF SPG ROAD IGBO-EFON LEKKI LAGOS,Off Spg Road Igbo Efon Lekki Lagos,"₦ 500,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-off-spg-road-igbo-efon-lekki-lagos-3DARQ
3 BEDROOM FLAT / APARTMENT FOR RENT OFF ADMIRALTY WAY LEKKI PHASE 1 LEKKI LAGOS,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 3,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-5DKJH
3 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT OLOGOLO ROAD OLOGOLO LEKKI LAGOS,Ologolo Road Ologolo Lekki Lagos,"₦ 1,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-penthouse-flat-apartment-for-rent-ologolo-road-ologolo-lekki-lagos-6DKPW
3 BEDROOM FLAT / APARTMENT FOR RENT ONIRU ONIRU VICTORIA ISLAND LAGOS,Oniru Oniru Victoria Island Lagos,"₦ 3,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oniru-oniru-victoria-island-lagos-7DHVU
5 BEDROOM FLAT / APARTMENT FOR RENT OFF FOLA OSIBO LEKKI PHASE 1 LEKKI LAGOS,Off Fola Osibo Lekki Phase 1 Lekki Lagos,"₦ 7,500,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-rent-off-fola-osibo-lekki-phase-1-lekki-lagos-7DGZH
2 BEDROOM FLAT / APARTMENT FOR RENT BY SECOND TOLL GATE IKOTA LEKKI LAGOS,By Second Toll Gate Ikota Lekki Lagos,"₦ 2,000,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-second-toll-gate-ikota-lekki-lagos-7DKGJ
5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT IKOTA LEKKI LAGOS,Ikota Lekki Lagos,"₦ 5,500,000",5 bed 5 bath 5 toilet,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-ikota-lekki-lagos-1DJGU
3 BEDROOM FLAT / APARTMENT FOR RENT MILLENUIM/UPS GBAGADA LAGOS,Millenuim Ups Gbagada Lagos,"₦ 2,000,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-millenuim-ups-gbagada-lagos-4DKCH
SEMI DETACHED DUPLEX HOUSE FOR RENT CHEVRON LEKKI LAGOS,Chevron Lekki Lagos,"₦ 3,500,000",bed bath toilet,https://www.propertypro.ng/property/semi-detached-duplex-house-for-rent-chevron-lekki-lagos-7DJUZ
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT MILLENUIM/UPS GBAGADA LAGOS,Millenuim Ups Gbagada Lagos,"₦ 2,500,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-millenuim-ups-gbagada-lagos-7DGFY
3 BEDROOM FLAT / APARTMENT FOR RENT BANANA ISLAND IKOYI LAGOS,Banana Island Ikoyi Lagos,"₦ 15,000,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-banana-island-ikoyi-lagos-4DKGA
4 BEDROOM FLAT / APARTMENT FOR RENT CHEVRON LEKKI LAGOS,Chevron Lekki Lagos,"₦ 3,800,000",4 bed 5 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-chevron-lekki-lagos-0DFUU
2 BEDROOM FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 750,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-5DMTG
FLAT / APARTMENT FOR RENT APPLE JUNCTION AMUWO ODOFIN LAGOS,Apple Junction Amuwo Odofin Lagos,"₦ 700,000",bed bath toilet,https://www.propertypro.ng/property/flat-apartment-for-rent-apple-junction-amuwo-odofin-lagos-6DMHJ
2 BEDROOM FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 750,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-4DMKB
3 BEDROOM FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 800,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-7DLSW
2 BEDROOM FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 750,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-0DMTR
